,title_g,description_g,manufacturer_g,price_g,id_g
113,mavis beacon 16,overview the leader in typing tutorial software for 10 years running mavis beacon teaches typing 16 delivers the customized training you need in a motivating engaging format. work at your own pace with lesson content that keeps you interested. ...,,17.9,http://www.google.com/base/feeds/snippets/17037106486883484113
114,corel corel word perfect office 12 upgrade,super fast shipping - platinum reseller ratings - over 12 years in business wordperfect office 12 is a feature-rich compatible office productivity suite that offers powerful functionality at a competitive price. complete with word processing ...,,49.99,http://www.google.com/base/feeds/snippets/15812045656958608251
115,csdc wild photo effects - on hand software,turn an ordinary photo into a funny caricature! with over 40 creative photo tools you'll be able to make photos into the wildest and silliest pictures ever! wild photo effects provides the simple point and click tools to create a wacky picture insta,,7.17,http://www.google.com/base/feeds/snippets/17321125761149481127
116,encore software 2137421 - printshop business card maker (win 98 me 2000 xp),encore software 2137421 : select from a ready-made project or start from scratch. customize your creation with a wide variety of fonts colors and images. the perfect collection of high-quality graphics and projects help you get your message across ...,,8.64,http://www.google.com/base/feeds/snippets/14425804478665246948
117,encore inc printshop business card maker,select from a ready-made project or start from scratch. customize your creation with a wide variety of fonts colors and images. the perfect collection of high-quality graphics and projects help you get your message across in a way that is sure to ...,,8.01,http://www.google.com/base/feeds/snippets/18240279639195527181
118,entertainment partners ep budgeting for film,viewable only on a computer minimum 256mb ram mac os® x minimum g4 processor (or) pc minimum intel® pentium® iii 800 mhz processor screen resolution 1024 x 768 quicktime® 7 installed,,415.99,http://www.google.com/base/feeds/snippets/8829327324895223617
119,microsoft office 2004 std upgrade,system requirements: g3 mac os x-compatible processor or higher mac os x version 10.2.8 or later 256 mb of ram 450 mb of available hard-disk space for a recommended install of office; 630 mb for a full drag-and-drop install of office cd-rom drive ...,,219.99,http://www.google.com/base/feeds/snippets/16388256207576026986
120,microsoft powerpoint mac 2004 version upgrade,or with a zoom sling and swish. bring down the house with dynamic new animations and transitions inspired by mac users. learn more about these and other presenter-friendly options in microsoft powerpoint 2004 for mac designed to keep you on track ...,,89.99,http://www.google.com/base/feeds/snippets/18379653518269884966
121,microsoft word 2004 upgrade for mac os x apple & mac software,word 2004 upgrade for mac os x the word 2004 upgrade for mac os x from microsoft allows users of older versions of word to upgrade to the word 2004 version at a cost reduced when compared to buying the full version of the software. word is a ...,,108.95,http://www.google.com/base/feeds/snippets/7946849252371593289
122,microsoft office 2004 for students and teachers (mac),key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...,,134.99,http://www.google.com/base/feeds/snippets/10092468528845066077
123,microsoft office 2004 student/teacher,system requirements: g3 mac os x-compatible processor or higher mac os x version 10.2.8 or later 256 mb of ram 450 mb of available hard-disk space for a recommended install of office; 630 mb for a full drag-and-drop install of office cd-rom drive,,145.99,http://www.google.com/base/feeds/snippets/14391445631859374347
124,microsoft microsoft office 2004 software suite - mac - education apple & mac software,microsoft office 2004 student and teacher edition software suite - mac - education special offer microsoft office 2004 student and teacher edition for mac offers an expansive set of tools and integrated applications for creating managing and ...,,148.95,http://www.google.com/base/feeds/snippets/18372325427432567642
125,office mac student/teach 04,model- ms-cd73797mc vendor- microsoft corporation features- office 2004 for mac student and teacher edition- full version office 2004 for mac student and teacher edition gives you all the leading presentation spreadsheet word processing and e-mail ...,,146.02,http://www.google.com/base/feeds/snippets/18396633258112051350
126,microsoft excel 2004 spreadsheet software - mac apple & mac software,excel 2004 spreadsheet software - mac microsoft's excel 2004 for mac gives you exemplary tools to collect analyze and present information. use excel 2004's enhanced charting for more dynamic ways to display your information with professionally ...,,228.95,http://www.google.com/base/feeds/snippets/664913958514106734
127,microsoft microsoft office pro 2004 software suite - mac apple & mac software,microsoft office pro 2004 software suite - mac microsoft office 2004 professional edition for mac offers an expansive set of tools and integrated applications for creating managing and presenting information. a complete productivity solution office ...,,498.95,http://www.google.com/base/feeds/snippets/8324654787720267662
128,microsoft powerpoint 2004 software - mac apple & mac software,powerpoint 2004 presentation software - mac the powerpoint 2004 presentation software for mac from microsoft offers mac users the industry standard powerpoint tools to create business presentations. use powerpoint to craft presentations with rich ...,,228.95,http://www.google.com/base/feeds/snippets/12776057589362570320
129,microsoft word 2004,system requirements: g3 mac os x compatible. mac os x version 10.2 or later. 128 mb of ram. 196 mb of available hard disk space for a default installation; the hard-disk space requirement varies according to the components you choose to install and ...,,209.99,http://www.google.com/base/feeds/snippets/11687167580478628748
